Order_ID, Date_, Subtotal, Tip, Coupon_Code, Time_
34696,2023-7-4,10.0,1.41,,19:54
34697,2023-7-4,32.5,0.99,,17:36
34698,2023-7-4,50.5,3.98,,22:28
34699,2023-7-4,10.0,0.14,,13:31
34700,2023-7-4,65.0,0.01,,20:16
34701,2023-7-4,25.0,2.86,,14:20
34702,2023-7-4,40.0,0.1,,19:5
34703,2023-7-4,40.0,2.65,,18:8
34704,2023-7-4,70.0,2.22,,16:47
34705,2023-7-4,8.0,3.77,,12:48
34706,2023-7-4,30.0,2.11,,15:3
34707,2023-7-4,25.0,2.81,,17:36
34708,2023-7-4,32.5,0.33,,21:14
34709,2023-7-4,65.0,4.4,,12:3
34710,2023-7-4,25.0,4.16,,22:10
34711,2023-7-4,30.0,0.41,,13:10
34712,2023-7-4,72.5,2.96,,22:58
34713,2023-7-4,67.5,1.01,,15:59
34714,2023-7-4,20.0,1.18,,18:46
34715,2023-7-4,30.0,1.9,,12:48
34716,2023-7-4,60.0,4.83,,13:33
34717,2023-7-4,28.0,1.7,,12:47
34718,2023-7-4,55.0,4.46,,18:38
34719,2023-7-4,32.5,0.72,,15:19
34720,2023-7-4,65.0,3.69,,19:36
34721,2023-7-4,32.5,1.82,,16:5
34722,2023-7-4,70.0,4.68,,18:11
34723,2023-7-4,22.5,1.33,,15:18
34724,2023-7-4,27.5,3.7,,12:43
34725,2023-7-4,35.0,2.09,,11:14
34726,2023-7-4,65.0,4.41,,13:11
34727,2023-7-4,82.5,1.23,,17:20
34728,2023-7-4,40.0,0.99,,19:56
34729,2023-7-4,22.5,1.78,,19:3
34730,2023-7-4,65.0,2.95,,18:58
34731,2023-7-4,40.0,0.25,,12:19
34732,2023-7-4,12.5,1.77,,13:41
34733,2023-7-4,42.5,2.18,,19:19
34734,2023-7-4,65.0,4.61,,16:57
34735,2023-7-4,27.5,0.96,,11:51
34736,2023-7-4,30.5,0.59,,14:35
34737,2023-7-4,25.0,3.34,,21:10
34738,2023-7-4,77.5,2.79,,16:26
34739,2023-7-4,22.5,1.39,,17:11
34740,2023-7-4,50.0,2.45,,16:18
34741,2023-7-4,67.5,4.61,,11:17
34742,2023-7-4,10.0,2.81,,17:52
34743,2023-7-4,20.0,0.32,,20:32
34744,2023-7-4,67.5,2.98,,20:38
34745,2023-7-4,65.0,3.65,,21:59
34746,2023-7-4,70.0,1.69,,19:59
34747,2023-7-4,45.0,2.69,,14:40
34748,2023-7-4,35.0,2.15,,19:44
34749,2023-7-4,62.5,2.4,,22:19
34750,2023-7-4,55.0,1.75,,17:1
34751,2023-7-4,52.5,0.2,,14:22
34752,2023-7-4,57.5,2.45,,12:55
34753,2023-7-4,70.0,1.97,,18:13
34754,2023-7-4,60.0,1.07,,22:57
34755,2023-7-4,52.5,4.43,,21:34
34756,2023-7-4,22.5,4.01,,18:19
34757,2023-7-4,35.0,1.81,,11:50
34758,2023-7-4,57.5,2.72,,12:14
34759,2023-7-4,50.0,3.56,,19:43
34760,2023-7-4,12.5,0.05,,17:18
34761,2023-7-4,10.0,1.32,,14:8
34762,2023-7-4,60.0,3.19,,12:44
34763,2023-7-4,50.0,4.3,,17:27
34764,2023-7-4,50.0,2.27,,15:7
34765,2023-7-4,77.5,4.07,,15:29
34766,2023-7-4,20.0,1.37,,11:14
34767,2023-7-4,60.0,1.47,,12:49
34768,2023-7-4,32.5,4.69,,20:50
34769,2023-7-4,52.5,1.07,,15:55
34770,2023-7-4,70.0,1.2,,13:33
34771,2023-7-4,20.0,2.67,,17:42
34772,2023-7-4,62.5,3.78,,16:8
34773,2023-7-4,25.0,4.88,,14:6
34774,2023-7-4,45.0,3.89,,14:23
34775,2023-7-4,47.5,0.39,,13:57
34776,2023-7-4,22.5,1.6,,22:16
34777,2023-7-4,35.0,1.91,,18:18
34778,2023-7-4,60.0,0.33,,15:14
34779,2023-7-4,47.5,4.35,,20:16
34780,2023-7-4,12.5,4.01,,18:9
34781,2023-7-4,30.0,4.1,,21:24
34782,2023-7-4,67.5,0.68,,14:2
34783,2023-7-4,65.0,3.95,,15:8
34784,2023-7-4,40.5,3.02,,13:44
34785,2023-7-4,30.0,4.61,,20:3
34786,2023-7-4,10.0,4.79,,20:39
34787,2023-7-4,22.5,2.64,,15:1
34788,2023-7-4,8.0,3.6,,22:0
34789,2023-7-4,52.5,0.75,,12:53
34790,2023-7-4,68.0,3.11,,21:18
34791,2023-7-4,50.0,1.12,,19:12
34792,2023-7-4,20.0,0.68,,18:26
34793,2023-7-4,20.0,0.58,,21:52
34794,2023-7-4,60.0,2.59,,16:12
34795,2023-7-4,57.5,2.14,,16:54
34796,2023-7-4,15.0,1.17,,17:5
34797,2023-7-4,62.5,2.12,,12:49
34798,2023-7-4,27.5,0.86,,18:10
34799,2023-7-4,10.0,3.28,,18:14
34800,2023-7-4,60.0,0.97,,14:44
34801,2023-7-4,10.0,1.72,,21:18
34802,2023-7-4,32.5,4.72,,21:30
34803,2023-7-4,40.0,1.42,,12:50
34804,2023-7-4,62.5,3.22,,20:26
34805,2023-7-4,20.0,2.15,,16:39
34806,2023-7-4,10.0,2.53,,16:46
34807,2023-7-4,62.5,2.19,,13:21
34808,2023-7-4,75.0,3.37,,21:54
34809,2023-7-4,45.0,4.14,,13:23
34810,2023-7-4,27.5,4.06,,14:50
34811,2023-7-4,30.0,2.26,,11:5
34812,2023-7-4,62.5,1.96,,15:14
34813,2023-7-4,35.0,0.69,,18:17
34814,2023-7-4,60.0,1.62,,20:10
34815,2023-7-4,50.5,1.66,,11:45
34816,2023-7-4,10.0,2.92,,19:7
34817,2023-7-4,40.0,1.91,,19:35
34818,2023-7-4,55.0,2.13,,20:52
34819,2023-7-4,35.0,0.28,,18:56
34820,2023-7-4,10.0,3.05,,14:20
34821,2023-7-4,90.0,1.16,,17:21
34822,2023-7-4,35.0,3.05,,21:27
34823,2023-7-5,12.5,4.33,,13:19
34824,2023-7-5,12.5,2.93,,18:51
34825,2023-7-5,40.0,2.22,,20:52
34826,2023-7-5,15.0,3.0,,20:45
34827,2023-7-5,20.0,2.02,,15:50
34828,2023-7-5,32.5,0.95,,17:40
34829,2023-7-5,70.0,4.39,,15:28
34830,2023-7-5,47.5,1.2,,20:20
34831,2023-7-5,75.0,0.19,,17:29
34832,2023-7-5,47.5,4.61,,13:21
34833,2023-7-5,65.0,2.67,,12:22
34834,2023-7-5,30.0,3.35,,14:1
34835,2023-7-5,12.5,3.41,,16:53
34836,2023-7-5,45.0,2.27,,22:6
34837,2023-7-5,25.0,3.12,,12:45
34838,2023-7-5,22.5,4.98,,22:23
34839,2023-7-5,45.0,4.3,,16:57
34840,2023-7-5,22.5,1.82,,11:7
34841,2023-7-5,25.0,4.21,,19:45
34842,2023-7-5,37.5,1.55,,17:30
34843,2023-7-5,62.5,3.6,,16:0
34844,2023-7-5,45.0,1.46,,15:59
34845,2023-7-5,10.0,2.67,,13:8
34846,2023-7-5,65.0,0.6,,13:6
34847,2023-7-5,57.5,3.56,,15:30
34848,2023-7-5,50.0,2.19,,22:34
34849,2023-7-5,12.5,2.87,,20:39
34850,2023-7-5,35.0,3.97,,18:20
34851,2023-7-5,65.0,0.04,,17:42
34852,2023-7-5,25.0,4.69,,14:24
34853,2023-7-5,20.0,4.42,,19:31
34854,2023-7-5,60.0,2.02,,11:11
34855,2023-7-5,25.0,2.0,,12:56
34856,2023-7-5,60.0,0.74,,12:0
34857,2023-7-5,25.0,4.87,,17:15
34858,2023-7-5,22.5,3.57,,17:54
34859,2023-7-5,62.5,2.18,,15:42
34860,2023-7-5,12.5,2.17,,19:38
34861,2023-7-5,45.0,4.52,,20:45
34862,2023-7-5,20.0,1.77,,12:41
34863,2023-7-5,72.5,3.26,,19:48
34864,2023-7-5,10.0,0.11,,11:11
34865,2023-7-5,55.0,0.58,,11:56
34866,2023-7-5,30.0,0.33,,16:26
34867,2023-7-5,35.0,3.95,,21:44
34868,2023-7-5,60.0,2.39,,21:11
34869,2023-7-5,25.0,0.96,,22:8
34870,2023-7-5,45.0,0.73,,15:3
34871,2023-7-5,57.5,3.39,,14:36
34872,2023-7-5,50.5,2.03,,18:3
34873,2023-7-5,15.0,2.74,,21:45
34874,2023-7-5,12.5,1.26,,11:47
34875,2023-7-5,75.0,0.0,,20:30
34876,2023-7-5,30.0,0.42,,12:16
34877,2023-7-5,45.0,4.07,,19:49
34878,2023-7-5,42.5,3.71,,21:3
34879,2023-7-5,80.0,1.85,,15:29
34880,2023-7-5,52.5,3.66,,20:29
34881,2023-7-5,35.0,4.85,,11:20
34882,2023-7-5,57.5,4.56,,17:18
34883,2023-7-5,77.5,0.31,,18:46
34884,2023-7-5,30.0,4.61,,14:13
34885,2023-7-5,75.0,4.51,,18:23
34886,2023-7-5,57.5,0.04,,20:27
34887,2023-7-5,20.0,0.92,,19:43
34888,2023-7-5,10.0,3.13,,14:14
34889,2023-7-5,72.5,2.75,,19:13
34890,2023-7-5,65.0,4.14,,15:20
34891,2023-7-5,60.0,3.84,,14:29
34892,2023-7-5,82.5,0.98,,18:54
34893,2023-7-5,15.0,1.78,,20:24
34894,2023-7-5,12.5,3.24,,13:41
34895,2023-7-5,20.0,4.14,,18:10
34896,2023-7-5,55.0,4.09,,14:22
34897,2023-7-5,25.0,4.63,,17:39
34898,2023-7-5,22.5,0.87,,12:34
34899,2023-7-5,20.0,3.86,,21:26
34900,2023-7-5,55.0,0.56,,16:5
34901,2023-7-5,12.5,1.78,,22:0
34902,2023-7-5,60.0,1.2,,22:12
34903,2023-7-5,42.5,3.97,,17:50
34904,2023-7-5,10.0,4.73,,17:54
34905,2023-7-5,57.5,3.9,,19:49
34906,2023-7-5,50.0,0.96,,15:19
34907,2023-7-5,25.0,4.47,,19:2
34908,2023-7-5,42.5,3.43,,20:17
34909,2023-7-5,45.0,0.1,,13:53
34910,2023-7-5,62.5,3.27,,22:49
34911,2023-7-5,60.0,0.47,,14:26
34912,2023-7-5,40.0,3.96,,19:19
34913,2023-7-5,60.0,2.11,,18:22
34914,2023-7-5,12.5,4.82,,11:29
34915,2023-7-5,10.0,1.4,,11:14
34916,2023-7-5,67.5,0.58,,14:27
34917,2023-7-5,15.0,1.82,,11:22
34918,2023-7-5,20.0,4.45,,19:2
34919,2023-7-5,35.0,0.94,,17:10
34920,2023-7-5,25.0,2.16,,20:3
34921,2023-7-5,57.5,4.26,,12:9
34922,2023-7-5,42.5,4.06,,22:46
34923,2023-7-5,62.5,3.96,,16:4
34924,2023-7-5,30.0,3.92,,21:52
34925,2023-7-5,50.0,3.41,,22:23
34926,2023-7-5,80.0,0.69,,21:34
34927,2023-7-5,55.0,3.98,,12:5
34928,2023-7-6,35.0,2.13,,16:2
34929,2023-7-6,55.0,2.56,,11:50
34930,2023-7-6,15.0,2.07,,20:32
34931,2023-7-6,20.0,1.91,,17:29
34932,2023-7-6,40.0,2.08,,19:42
34933,2023-7-6,52.5,2.23,,20:50
34934,2023-7-6,30.0,0.68,,15:52
34935,2023-7-6,37.5,1.32,,22:24
34936,2023-7-6,20.0,4.2,,12:44
34937,2023-7-6,15.0,0.3,,17:57
34938,2023-7-6,47.5,4.06,,12:21
34939,2023-7-6,10.0,2.72,,17:44
34940,2023-7-6,35.0,4.99,,18:16
34941,2023-7-6,67.5,3.7,,11:31
34942,2023-7-6,42.5,4.77,,14:6
34943,2023-7-6,80.0,1.33,,18:28
34944,2023-7-6,52.5,3.92,,15:34
34945,2023-7-6,70.0,3.91,,17:15
34946,2023-7-6,10.0,2.21,,14:35
34947,2023-7-6,65.0,4.23,,18:49
34948,2023-7-6,42.5,0.32,,13:29
34949,2023-7-6,30.0,0.0,,18:17
34950,2023-7-6,20.0,1.54,,20:35
34951,2023-7-6,40.0,3.96,,12:17
34952,2023-7-6,30.0,3.59,,13:54
34953,2023-7-6,70.0,2.76,,17:25
34954,2023-7-6,25.0,1.72,,22:52
34955,2023-7-6,12.5,0.7,,16:49
34956,2023-7-6,85.0,0.45,,22:15
34957,2023-7-6,10.0,4.44,,16:48
34958,2023-7-6,50.0,1.23,,16:50
34959,2023-7-6,67.5,3.9,,16:57
34960,2023-7-6,37.5,2.58,,18:19
34961,2023-7-6,18.0,1.21,,12:53
34962,2023-7-6,25.0,2.9,,17:31
34963,2023-7-6,27.5,4.18,,20:57
34964,2023-7-6,72.5,4.28,,21:9
34965,2023-7-6,12.5,4.08,,16:16
34966,2023-7-6,45.0,4.89,,21:15
34967,2023-7-6,70.0,2.71,,12:8
34968,2023-7-6,60.0,1.43,,15:33
34969,2023-7-6,15.0,3.56,,20:5
34970,2023-7-6,70.0,0.69,,16:43
34971,2023-7-6,60.0,3.52,,20:31
34972,2023-7-6,75.0,1.36,,16:45
34973,2023-7-6,47.5,4.22,,14:15
34974,2023-7-6,25.0,2.85,,17:27
34975,2023-7-6,20.0,0.58,,20:15
34976,2023-7-6,45.0,2.89,,20:47
34977,2023-7-6,32.5,3.4,,15:25
34978,2023-7-6,25.0,1.0,,22:9
34979,2023-7-6,32.5,3.36,,11:28
34980,2023-7-6,80.0,2.14,,16:44
34981,2023-7-6,22.5,2.0,,19:15
34982,2023-7-6,67.5,0.92,,19:1
34983,2023-7-6,10.0,1.0,,15:46
34984,2023-7-6,47.5,2.62,,12:51
34985,2023-7-6,20.0,1.8,,14:56
34986,2023-7-6,47.5,2.32,,15:34
34987,2023-7-6,55.0,2.64,,11:38
34988,2023-7-6,45.0,2.75,,21:27
34989,2023-7-6,22.5,2.65,,13:3
34990,2023-7-6,62.5,2.29,,13:31
34991,2023-7-6,55.5,0.9,,15:33
34992,2023-7-6,27.5,2.6,,20:44
34993,2023-7-6,25.0,4.49,,16:0
34994,2023-7-6,30.0,0.52,,18:10
34995,2023-7-6,60.0,4.92,,19:19
34996,2023-7-6,35.0,2.58,,14:51
34997,2023-7-6,57.5,2.87,,18:36
34998,2023-7-6,52.5,4.3,,13:46
34999,2023-7-6,35.0,2.2,,13:19
35000,2023-7-6,55.0,4.46,,13:36
35001,2023-7-6,70.0,4.42,,13:22
35002,2023-7-6,12.5,3.03,,19:26
35003,2023-7-6,67.5,2.14,,17:58
35004,2023-7-6,62.5,2.69,,13:57
35005,2023-7-6,35.0,1.9,,16:47
35006,2023-7-6,40.0,2.2,,19:42
35007,2023-7-6,62.5,4.97,,11:28
35008,2023-7-6,70.0,1.46,,19:46
35009,2023-7-6,45.0,4.88,,15:33
35010,2023-7-6,45.0,3.53,,18:30
35011,2023-7-6,48.0,2.45,,18:59
35012,2023-7-6,55.0,2.6,,12:12
35013,2023-7-6,55.0,2.45,,18:45
35014,2023-7-6,62.5,2.81,,18:5
35015,2023-7-6,15.0,0.61,,14:37
35016,2023-7-6,37.5,4.79,,18:14
35017,2023-7-6,25.0,3.09,,13:41
35018,2023-7-6,32.5,4.35,,12:20
35019,2023-7-6,37.5,2.19,,17:15
35020,2023-7-6,42.5,0.33,,18:50
35021,2023-7-6,57.5,1.87,,13:39
35022,2023-7-6,55.0,0.77,,11:27
35023,2023-7-6,27.5,0.07,,18:45
35024,2023-7-6,82.5,2.3,,15:0
35025,2023-7-6,15.0,4.02,,11:2
35026,2023-7-6,37.5,0.58,,12:13
35027,2023-7-6,20.0,3.84,,13:59
35028,2023-7-6,12.5,0.24,,11:4
35029,2023-7-6,60.0,1.87,,13:56
35030,2023-7-6,80.0,2.67,,15:55
35031,2023-7-6,47.5,4.66,,21:20
35032,2023-7-6,35.0,4.83,,15:8
35033,2023-7-6,22.5,4.51,,14:12
35034,2023-7-6,62.5,1.71,,13:23
35035,2023-7-6,27.5,4.3,,20:14
35036,2023-7-6,35.0,1.52,,17:30
35037,2023-7-6,47.5,2.65,,22:40
35038,2023-7-6,32.5,1.37,,21:50
35039,2023-7-6,52.5,1.5,,15:37
35040,2023-7-6,65.0,1.42,,12:50
35041,2023-7-6,12.5,4.13,,21:49
35042,2023-7-6,65.0,1.85,,14:22
35043,2023-7-6,62.5,0.47,,20:2
35044,2023-7-6,25.0,4.93,,15:50
35045,2023-7-6,35.0,0.29,,18:31
35046,2023-7-6,12.5,4.38,,13:15
35047,2023-7-6,10.0,2.49,,14:27
35048,2023-7-6,87.5,2.58,,18:27
35049,2023-7-6,15.0,0.3,,20:13
35050,2023-7-6,12.5,0.25,,15:57
35051,2023-7-6,22.5,3.24,,16:17
35052,2023-7-6,85.0,3.04,,11:43
35053,2023-7-6,80.0,1.12,,14:40
35054,2023-7-6,75.0,1.88,,15:27
35055,2023-7-6,32.5,4.73,,19:33
35056,2023-7-6,20.0,1.12,,13:1
35057,2023-7-6,10.0,0.8,,11:25
35058,2023-7-6,35.0,4.44,,20:34
35059,2023-7-6,67.5,3.44,,21:12
35060,2023-7-6,65.0,4.09,,14:23
35061,2023-7-6,45.0,3.09,,22:50
35062,2023-7-6,10.0,0.5,,20:34
35063,2023-7-6,35.0,2.61,,20:52
35064,2023-7-6,85.0,0.62,,14:29
35065,2023-7-6,20.0,0.42,,11:11
35066,2023-7-6,60.0,1.93,,22:34
35067,2023-7-6,65.0,1.74,,12:16
35068,2023-7-6,42.5,1.6,,11:44
35069,2023-7-6,32.5,2.61,,21:15
35070,2023-7-6,37.5,2.59,,14:31
35071,2023-7-6,20.0,4.88,,15:10
35072,2023-7-6,10.0,4.54,,21:33
35073,2023-7-7,47.5,4.6,,21:37
35074,2023-7-7,60.0,1.37,,16:10
35075,2023-7-7,20.0,3.61,,16:31
35076,2023-7-7,40.0,3.96,,18:58
35077,2023-7-7,67.5,4.38,,11:13
35078,2023-7-7,50.0,4.77,,15:37
35079,2023-7-7,10.0,0.9,,21:37
35080,2023-7-7,47.5,4.06,,16:26
35081,2023-7-7,10.0,0.28,,11:2
35082,2023-7-7,65.0,2.48,,21:46
35083,2023-7-7,30.0,2.55,,11:8
35084,2023-7-7,60.0,4.26,,16:58
35085,2023-7-7,67.5,3.25,,12:44
35086,2023-7-7,55.5,1.08,,16:14
35087,2023-7-7,50.0,0.51,,13:12
35088,2023-7-7,60.0,3.44,,20:21
35089,2023-7-7,45.0,0.02,,22:46
35090,2023-7-7,62.5,0.89,,17:3
35091,2023-7-7,23.0,4.93,,11:5
35092,2023-7-7,30.0,2.95,,13:31
35093,2023-7-7,47.5,3.92,,20:26
35094,2023-7-7,57.5,2.48,,11:4
35095,2023-7-7,55.0,2.5,,13:16
35096,2023-7-7,15.0,0.26,,19:10
35097,2023-7-7,47.5,4.34,,11:56
35098,2023-7-7,12.5,0.73,,20:54
35099,2023-7-7,57.5,2.11,,15:22
35100,2023-7-7,22.5,4.27,,13:39
35101,2023-7-7,62.5,1.17,,19:41
35102,2023-7-7,32.5,3.75,,18:50
35103,2023-7-7,42.5,0.52,,20:10
35104,2023-7-7,47.5,0.12,,22:46
35105,2023-7-7,57.5,2.48,,11:10
35106,2023-7-7,32.5,3.61,,15:36
35107,2023-7-7,30.5,0.09,,18:55
35108,2023-7-7,40.0,3.35,,19:30
35109,2023-7-7,40.0,0.07,,21:52
35110,2023-7-7,47.5,3.26,,22:24
35111,2023-7-7,10.0,4.21,,14:30
35112,2023-7-7,10.0,2.23,,14:1
35113,2023-7-7,22.5,0.11,,15:25
35114,2023-7-7,62.5,0.95,,20:21
35115,2023-7-7,60.0,2.08,,17:50
35116,2023-7-7,32.5,4.31,,14:49
35117,2023-7-7,72.5,1.6,,19:32
35118,2023-7-7,12.5,0.08,,20:36
35119,2023-7-7,40.0,1.4,,12:53
35120,2023-7-7,27.5,2.28,,15:36
35121,2023-7-7,60.0,1.82,,20:36
35122,2023-7-7,12.5,4.91,,18:24
35123,2023-7-7,60.0,4.18,,12:8
35124,2023-7-7,55.0,2.4,,21:56
35125,2023-7-7,67.5,0.94,,18:46
35126,2023-7-7,60.0,1.06,,15:47
35127,2023-7-7,35.0,1.63,,18:59
35128,2023-7-7,50.0,1.06,,16:45
35129,2023-7-7,57.5,0.39,,22:9
35130,2023-7-7,25.0,2.88,,17:36
35131,2023-7-7,47.5,2.9,,22:41
35132,2023-7-7,20.0,3.96,,21:25
35133,2023-7-7,12.5,2.04,,12:28
35134,2023-7-7,72.5,1.33,,19:56
35135,2023-7-7,20.0,0.84,,17:31
35136,2023-7-7,35.0,4.08,,17:12
35137,2023-7-7,55.0,0.78,,19:21
35138,2023-7-7,25.0,3.1,,16:48
35139,2023-7-7,45.0,3.92,,13:31
35140,2023-7-7,45.0,1.18,,15:25
35141,2023-7-7,20.0,3.48,,20:36
35142,2023-7-7,57.5,3.57,,11:4
35143,2023-7-7,70.5,1.7,,12:2
35144,2023-7-7,50.0,0.65,,16:26
35145,2023-7-7,62.5,3.13,,20:28
35146,2023-7-7,57.5,1.88,,17:27
35147,2023-7-7,35.0,2.04,,13:48
35148,2023-7-7,75.0,4.94,,14:35
35149,2023-7-7,67.5,3.62,,12:13
35150,2023-7-7,62.5,4.78,,13:13
35151,2023-7-7,50.0,2.82,,14:9
35152,2023-7-7,75.0,1.25,,22:13
35153,2023-7-7,12.5,1.28,,14:46
35154,2023-7-7,37.5,4.53,,17:57
35155,2023-7-7,57.5,4.16,,19:51
35156,2023-7-7,47.5,4.98,,11:50
35157,2023-7-7,65.0,0.42,,15:57
35158,2023-7-7,50.0,2.22,,12:44
35159,2023-7-7,27.5,0.39,,14:43
35160,2023-7-7,47.5,3.44,,15:16
35161,2023-7-7,70.0,4.53,,12:45
35162,2023-7-7,67.5,4.01,,18:47
35163,2023-7-7,15.0,3.24,,20:19
35164,2023-7-7,22.5,0.46,,19:16
35165,2023-7-7,30.0,3.36,,16:49
35166,2023-7-7,15.0,1.87,,19:11
35167,2023-7-7,60.0,0.6,,11:54
35168,2023-7-7,62.5,1.51,,15:5
35169,2023-7-7,12.5,2.07,,20:23
35170,2023-7-7,42.5,0.44,,15:20
35171,2023-7-7,27.5,3.65,,20:6
35172,2023-7-7,25.0,0.0,,12:41
35173,2023-7-7,10.0,0.49,,18:28
35174,2023-7-7,55.0,0.49,,18:49
35175,2023-7-7,55.5,2.58,,15:54
35176,2023-7-7,27.5,2.44,,17:52
35177,2023-7-7,77.5,0.91,,16:41
35178,2023-7-7,47.5,0.97,,13:51
35179,2023-7-7,30.0,1.49,,14:48
35180,2023-7-7,35.0,3.66,,21:6
35181,2023-7-7,37.5,1.88,,16:29
35182,2023-7-7,62.5,1.73,,20:27
35183,2023-7-7,20.0,3.79,,21:43
35184,2023-7-7,42.5,1.6,,17:24
35185,2023-7-7,22.5,1.0,,21:39
35186,2023-7-7,65.0,2.57,,15:39
35187,2023-7-7,52.5,3.49,,17:21
35188,2023-7-7,57.5,1.48,,17:6
35189,2023-7-7,47.5,4.41,,11:16
35190,2023-7-7,10.0,4.16,,20:19
35191,2023-7-7,18.0,0.42,,22:15
35192,2023-7-7,10.0,0.03,,21:49
35193,2023-7-7,35.0,1.37,,17:42
35194,2023-7-7,25.0,3.77,,18:30
35195,2023-7-7,57.5,2.47,,11:48
35196,2023-7-7,35.0,1.52,,18:24
35197,2023-7-7,55.0,2.93,,14:24
35198,2023-7-7,47.5,1.84,,15:10
35199,2023-7-7,25.0,2.24,,15:37
35200,2023-7-7,10.0,2.68,,19:42
35201,2023-7-7,20.0,4.9,,15:7
35202,2023-7-7,15.0,2.84,,13:24
35203,2023-7-7,62.5,1.59,,19:48
35204,2023-7-7,10.0,4.05,,12:42
35205,2023-7-7,45.0,1.27,,14:5
35206,2023-7-7,35.0,3.88,,12:55
35207,2023-7-8,37.5,4.86,,22:18
35208,2023-7-8,77.5,1.75,,16:53
35209,2023-7-8,28.0,0.66,,18:42
35210,2023-7-8,57.5,2.66,,12:52
35211,2023-7-8,12.5,2.78,,18:28
35212,2023-7-8,15.0,4.17,,14:54
35213,2023-7-8,32.5,0.37,,21:19
35214,2023-7-8,65.0,1.14,,11:43
35215,2023-7-8,25.0,1.95,,20:38
35216,2023-7-8,77.5,0.73,,14:1
35217,2023-7-8,25.0,2.8,,16:18
35218,2023-7-8,27.5,1.17,,11:49
35219,2023-7-8,12.5,3.35,,18:14
35220,2023-7-8,15.0,3.29,,13:33
35221,2023-7-8,25.0,4.15,,19:17
35222,2023-7-8,35.0,3.94,,16:16
35223,2023-7-8,30.0,1.8,,21:8
35224,2023-7-8,35.0,3.46,,11:59
35225,2023-7-8,80.0,3.91,,19:32
35226,2023-7-8,80.0,1.87,,21:36
35227,2023-7-8,52.5,3.18,,17:24
35228,2023-7-8,35.0,4.09,,20:48
35229,2023-7-8,67.5,4.82,,16:56
35230,2023-7-8,65.0,1.5,,19:8
35231,2023-7-8,40.0,4.36,,15:49
35232,2023-7-8,55.5,0.19,,20:55
35233,2023-7-8,10.0,0.3,,17:5
35234,2023-7-8,72.5,2.13,,16:34
35235,2023-7-8,82.5,2.9,,18:3
35236,2023-7-8,57.5,3.6,,19:7
35237,2023-7-8,45.0,0.29,,16:53
35238,2023-7-8,55.0,1.74,,16:55
35239,2023-7-8,50.0,4.64,,19:5
35240,2023-7-8,27.5,0.29,,20:6
35241,2023-7-8,65.0,2.82,,17:13
35242,2023-7-8,12.5,0.84,,16:31
35243,2023-7-8,40.0,3.07,,20:35
35244,2023-7-8,35.0,4.19,,20:19
35245,2023-7-8,15.0,3.22,,15:18
35246,2023-7-8,32.5,0.21,,18:4
35247,2023-7-8,30.0,2.09,,20:24
35248,2023-7-8,52.5,3.58,,15:27
35249,2023-7-8,77.5,2.35,,13:28
35250,2023-7-8,45.0,2.77,,19:51
35251,2023-7-8,30.0,2.81,,16:13
35252,2023-7-8,85.0,4.64,,15:53
35253,2023-7-8,62.5,3.64,,14:19
35254,2023-7-8,65.0,3.51,,14:17
35255,2023-7-8,55.0,4.61,,19:26
35256,2023-7-8,47.5,0.72,,12:30
35257,2023-7-8,60.0,4.34,,16:5
35258,2023-7-8,35.0,3.64,,18:23
35259,2023-7-8,50.0,1.31,,14:58
35260,2023-7-8,30.0,2.24,,12:14
35261,2023-7-8,87.5,2.76,,13:40
35262,2023-7-8,35.0,4.11,,17:37
35263,2023-7-8,8.0,0.89,,22:57
35264,2023-7-8,55.0,1.98,,21:33
35265,2023-7-8,22.5,2.86,,15:2
35266,2023-7-8,15.0,0.58,,18:37
35267,2023-7-8,20.5,2.88,,21:53
35268,2023-7-8,27.5,2.08,,17:59
35269,2023-7-8,52.5,1.97,,15:27
35270,2023-7-8,20.0,1.17,,12:6
35271,2023-7-8,15.0,0.22,,22:13
35272,2023-7-8,77.5,1.3,,11:36
35273,2023-7-8,32.5,1.79,,22:23
35274,2023-7-8,42.5,0.37,,17:7
35275,2023-7-8,45.5,3.04,,11:19
35276,2023-7-8,55.0,2.89,,12:33
35277,2023-7-8,22.5,3.89,,16:48
35278,2023-7-8,55.0,2.85,,18:42
35279,2023-7-8,80.0,3.9,,12:28
35280,2023-7-8,32.5,1.48,,14:14
35281,2023-7-8,25.0,0.8,,16:42
35282,2023-7-8,52.5,1.85,,13:51
35283,2023-7-8,60.0,4.32,,22:39
35284,2023-7-8,50.0,3.77,,15:57
35285,2023-7-8,20.0,4.7,,22:31
35286,2023-7-8,50.0,3.98,,19:7
35287,2023-7-8,10.0,4.81,,20:26
35288,2023-7-8,12.5,1.46,,12:44
35289,2023-7-8,12.5,3.28,,12:1
35290,2023-7-8,32.5,3.84,,17:47
35291,2023-7-8,70.0,2.61,,12:50
35292,2023-7-8,30.0,3.82,,18:12
35293,2023-7-8,80.0,1.61,,18:38
35294,2023-7-8,20.0,4.4,,22:43
35295,2023-7-8,57.5,1.54,,12:48
35296,2023-7-8,25.0,2.84,,13:36
35297,2023-7-8,27.5,4.76,,12:6
35298,2023-7-8,10.0,3.99,,17:51
35299,2023-7-8,15.0,2.99,,19:3
35300,2023-7-8,15.0,4.11,,16:28
35301,2023-7-8,42.5,2.18,,17:41
35302,2023-7-8,20.0,0.78,,17:27
